STAGE_NUMBER,STARTING_AT_KM,NAME,INITIAL_ALTITUDE,DISTANCE,AVERAGE_SLOPE,CATEGORY
1852,117.5,Mont Noir,0,1.3,5.7,4
1854,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1854,157,Côte de Roucy,0,1.5,6.2,4
1855,217.5,Côte de Maron,0,3.2,5,4
1855,229,Côte de Boufflers,0,1.3,7.9,4
1856,142,Col de la Croix des Moinats,891,7.6,6,2
1856,150,Col de Grosse Pierre,901,3,7.5,2
1856,161,Côte de La Mauselaine,0,1.8,10.3,3
1857,11.5,Col de la Schlucht,1140,8.6,4.5,2
1857,41,Col du Wettstein,0,7.7,4.1,3
1857,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1857,86,Côte de Gueberschwihr,559,4.1,7.9,2
1857,120,Le Markstein,1183,10.8,5.4,1
1857,127,Grand Ballon,0,1.4,8.6,3
1858,30.5,Col du Firstplan,722,8.3,5.4,2
1858,54.5,Petit Ballon,1163,9.3,8.1,1
1858,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1858,103.5,Col d'Oderen,884,6.7,6.1,2
1858,125.5,Col des Croix,0,3.2,6.2,3
1858,143.5,Col des Chevrères,914,3.5,9.5,1
1858,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1859,141,Côte de Rogna,0,7.6,4.9,3
1859,148.5,Côte de Choux,0,1.7,6.5,3
1859,152.5,Côte de Désertin,0,3.1,5.2,4
1859,168,Côte d'Échallon,0,3,6.6,3
1860,58.5,Col de Brouilly,0,1.7,5.1,4
1860,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1860,138,Col des Brosses,0,15.3,3.3,3
1860,164,Côte de Grammond,0,9.8,2.9,4
1861,24,Col de la Croix de Montvieux,0,8,4.1,3
1861,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1861,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1862,82,Col du Lautaret,2058,34,3.9,1
1862,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1862,177,Montée de Risoul,1855,12.6,6.9,1
1864,25,Côte de Fanjeaux,0,2.4,4.9,4
1864,71.5,Côte de Pamiers,0,2.5,5.4,4
1864,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1864,176.5,Col des Ares,0,6,5.2,3
1864,216,Port de Balès,1755,11.7,7.7,H
1865,57.5,Col du Portillon,1292,8.3,7.1,1
1865,82,Col de Peyresourde,1569,13.2,7,1
1865,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1865,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1866,28,Côte de Bénéjacq,0,2.6,6.7,3
1866,56,Côte de Loucrup,0,2,7,3
1866,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1866,145.5,Montée du Hautacam,1520,13.6,7.8,H
1867,195.5,Côte de Monbazillac,0,1.3,7.6,4
1869,31,Côte de Briis-sous-Forges,0,0,0,4
1870,68,Côte de Cray,0,1.6,7.1,4
1870,103.5,Côte de Buttertubs,0,4.5,6.8,3
1870,129.5,Côte de Griton Moor,0,3,6.6,3
1871,47,Côte de Blubberhouses,0,1.8,6.1,4
1871,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1871,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1871,119.5,Côte de Greetland,0,1.6,6.7,3
1871,143.5,Côte de Holme Moss,0,4.7,7,2
1871,167,Côte de Midhopestones,0,2.5,6.1,3
1871,175,Côte de Bradfield,0,1,7.4,4
1871,182,Côte d'Oughtibridge,0,1.5,9.1,3
1871,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1873,34,Côte de Campagnette,0,1,6.5,4
1873,117.5,Mont Noir,0,1.3,5.7,4
1875,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1875,157,Côte de Roucy,0,1.5,6.2,4
1876,217.5,Côte de Maron,0,3.2,5,4
1876,229,Côte de Boufflers,0,1.3,7.9,4
1877,142,Col de la Croix des Moinats,891,7.6,6,2
1877,150,Col de Grosse Pierre,901,3,7.5,2
1877,161,Côte de La Mauselaine,0,1.8,10.3,3
1878,11.5,Col de la Schlucht,1140,8.6,4.5,2
1878,41,Col du Wettstein,0,7.7,4.1,3
1878,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1878,86,Côte de Gueberschwihr,559,4.1,7.9,2
1878,120,Le Markstein,1183,10.8,5.4,1
1878,127,Grand Ballon,0,1.4,8.6,3
1879,30.5,Col du Firstplan,722,8.3,5.4,2
1879,54.5,Petit Ballon,1163,9.3,8.1,1
1879,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1879,103.5,Col d'Oderen,884,6.7,6.1,2
1879,125.5,Col des Croix,0,3.2,6.2,3
1879,143.5,Col des Chevrères,914,3.5,9.5,1
1879,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1880,141,Côte de Rogna,0,7.6,4.9,3
1880,148.5,Côte de Choux,0,1.7,6.5,3
1880,152.5,Côte de Désertin,0,3.1,5.2,4
1880,168,Côte d'Échallon,0,3,6.6,3
1881,58.5,Col de Brouilly,0,1.7,5.1,4
1881,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1881,138,Col des Brosses,0,15.3,3.3,3
1881,164,Côte de Grammond,0,9.8,2.9,4
1882,24,Col de la Croix de Montvieux,0,8,4.1,3
1882,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1882,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1883,82,Col du Lautaret,2058,34,3.9,1
1883,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1883,177,Montée de Risoul,1855,12.6,6.9,1
1885,25,Côte de Fanjeaux,0,2.4,4.9,4
1885,71.5,Côte de Pamiers,0,2.5,5.4,4
1885,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1885,176.5,Col des Ares,0,6,5.2,3
1885,216,Port de Balès,1755,11.7,7.7,H
1886,57.5,Col du Portillon,1292,8.3,7.1,1
1886,82,Col de Peyresourde,1569,13.2,7,1
1886,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1886,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1887,28,Côte de Bénéjacq,0,2.6,6.7,3
1887,56,Côte de Loucrup,0,2,7,3
1887,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1887,145.5,Montée du Hautacam,1520,13.6,7.8,H
1888,195.5,Côte de Monbazillac,0,1.3,7.6,4
1890,31,Côte de Briis-sous-Forges,0,0,0,4
1891,68,Côte de Cray,0,1.6,7.1,4
1891,103.5,Côte de Buttertubs,0,4.5,6.8,3
1891,129.5,Côte de Griton Moor,0,3,6.6,3
1892,47,Côte de Blubberhouses,0,1.8,6.1,4
1892,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1892,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1892,119.5,Côte de Greetland,0,1.6,6.7,3
1892,143.5,Côte de Holme Moss,0,4.7,7,2
1892,167,Côte de Midhopestones,0,2.5,6.1,3
1892,175,Côte de Bradfield,0,1,7.4,4
1892,182,Côte d'Oughtibridge,0,1.5,9.1,3
1892,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1894,34,Côte de Campagnette,0,1,6.5,4
1894,117.5,Mont Noir,0,1.3,5.7,4
1896,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1896,157,Côte de Roucy,0,1.5,6.2,4
1897,217.5,Côte de Maron,0,3.2,5,4
1897,229,Côte de Boufflers,0,1.3,7.9,4
1898,142,Col de la Croix des Moinats,891,7.6,6,2
1898,150,Col de Grosse Pierre,901,3,7.5,2
1898,161,Côte de La Mauselaine,0,1.8,10.3,3
1899,11.5,Col de la Schlucht,1140,8.6,4.5,2
1899,41,Col du Wettstein,0,7.7,4.1,3
1899,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1899,86,Côte de Gueberschwihr,559,4.1,7.9,2
1899,120,Le Markstein,1183,10.8,5.4,1
1899,127,Grand Ballon,0,1.4,8.6,3
1900,30.5,Col du Firstplan,722,8.3,5.4,2
1900,54.5,Petit Ballon,1163,9.3,8.1,1
1900,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1900,103.5,Col d'Oderen,884,6.7,6.1,2
1900,125.5,Col des Croix,0,3.2,6.2,3
1900,143.5,Col des Chevrères,914,3.5,9.5,1
1900,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1901,141,Côte de Rogna,0,7.6,4.9,3
1901,148.5,Côte de Choux,0,1.7,6.5,3
1901,152.5,Côte de Désertin,0,3.1,5.2,4
1901,168,Côte d'Échallon,0,3,6.6,3
1902,58.5,Col de Brouilly,0,1.7,5.1,4
1902,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1902,138,Col des Brosses,0,15.3,3.3,3
1902,164,Côte de Grammond,0,9.8,2.9,4
1903,24,Col de la Croix de Montvieux,0,8,4.1,3
1903,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1903,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1904,82,Col du Lautaret,2058,34,3.9,1
1904,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1904,177,Montée de Risoul,1855,12.6,6.9,1
1906,25,Côte de Fanjeaux,0,2.4,4.9,4
1906,71.5,Côte de Pamiers,0,2.5,5.4,4
1906,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1906,176.5,Col des Ares,0,6,5.2,3
1906,216,Port de Balès,1755,11.7,7.7,H
1907,57.5,Col du Portillon,1292,8.3,7.1,1
1907,82,Col de Peyresourde,1569,13.2,7,1
1907,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1907,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1908,28,Côte de Bénéjacq,0,2.6,6.7,3
1908,56,Côte de Loucrup,0,2,7,3
1908,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1908,145.5,Montée du Hautacam,1520,13.6,7.8,H
1909,195.5,Côte de Monbazillac,0,1.3,7.6,4
1911,31,Côte de Briis-sous-Forges,0,0,0,4
1912,68,Côte de Cray,0,1.6,7.1,4
1912,103.5,Côte de Buttertubs,0,4.5,6.8,3
1912,129.5,Côte de Griton Moor,0,3,6.6,3
1913,47,Côte de Blubberhouses,0,1.8,6.1,4
1913,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1913,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1913,119.5,Côte de Greetland,0,1.6,6.7,3
1913,143.5,Côte de Holme Moss,0,4.7,7,2
1913,167,Côte de Midhopestones,0,2.5,6.1,3
1913,175,Côte de Bradfield,0,1,7.4,4
1913,182,Côte d'Oughtibridge,0,1.5,9.1,3
1913,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1915,34,Côte de Campagnette,0,1,6.5,4
1915,117.5,Mont Noir,0,1.3,5.7,4
1917,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1917,157,Côte de Roucy,0,1.5,6.2,4
1918,217.5,Côte de Maron,0,3.2,5,4
1918,229,Côte de Boufflers,0,1.3,7.9,4
1919,142,Col de la Croix des Moinats,891,7.6,6,2
1919,150,Col de Grosse Pierre,901,3,7.5,2
1919,161,Côte de La Mauselaine,0,1.8,10.3,3
1920,11.5,Col de la Schlucht,1140,8.6,4.5,2
1920,41,Col du Wettstein,0,7.7,4.1,3
1920,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1920,86,Côte de Gueberschwihr,559,4.1,7.9,2
1920,120,Le Markstein,1183,10.8,5.4,1
1920,127,Grand Ballon,0,1.4,8.6,3
1921,30.5,Col du Firstplan,722,8.3,5.4,2
1921,54.5,Petit Ballon,1163,9.3,8.1,1
1921,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1921,103.5,Col d'Oderen,884,6.7,6.1,2
1921,125.5,Col des Croix,0,3.2,6.2,3
1921,143.5,Col des Chevrères,914,3.5,9.5,1
1921,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1922,141,Côte de Rogna,0,7.6,4.9,3
1922,148.5,Côte de Choux,0,1.7,6.5,3
1922,152.5,Côte de Désertin,0,3.1,5.2,4
1922,168,Côte d'Échallon,0,3,6.6,3
1923,58.5,Col de Brouilly,0,1.7,5.1,4
1923,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1923,138,Col des Brosses,0,15.3,3.3,3
1923,164,Côte de Grammond,0,9.8,2.9,4
1924,24,Col de la Croix de Montvieux,0,8,4.1,3
1924,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1924,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1925,82,Col du Lautaret,2058,34,3.9,1
1925,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1925,177,Montée de Risoul,1855,12.6,6.9,1
1927,25,Côte de Fanjeaux,0,2.4,4.9,4
1927,71.5,Côte de Pamiers,0,2.5,5.4,4
1927,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1927,176.5,Col des Ares,0,6,5.2,3
1927,216,Port de Balès,1755,11.7,7.7,H
1928,57.5,Col du Portillon,1292,8.3,7.1,1
1928,82,Col de Peyresourde,1569,13.2,7,1
1928,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1928,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1929,28,Côte de Bénéjacq,0,2.6,6.7,3
1929,56,Côte de Loucrup,0,2,7,3
1929,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1929,145.5,Montée du Hautacam,1520,13.6,7.8,H
1930,195.5,Côte de Monbazillac,0,1.3,7.6,4
1932,31,Côte de Briis-sous-Forges,0,0,0,4
1933,68,Côte de Cray,0,1.6,7.1,4
1933,103.5,Côte de Buttertubs,0,4.5,6.8,3
1933,129.5,Côte de Griton Moor,0,3,6.6,3
1934,47,Côte de Blubberhouses,0,1.8,6.1,4
1934,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1934,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1934,119.5,Côte de Greetland,0,1.6,6.7,3
1934,143.5,Côte de Holme Moss,0,4.7,7,2
1934,167,Côte de Midhopestones,0,2.5,6.1,3
1934,175,Côte de Bradfield,0,1,7.4,4
1934,182,Côte d'Oughtibridge,0,1.5,9.1,3
1934,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1936,34,Côte de Campagnette,0,1,6.5,4
1936,117.5,Mont Noir,0,1.3,5.7,4
1938,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1938,157,Côte de Roucy,0,1.5,6.2,4
1939,217.5,Côte de Maron,0,3.2,5,4
1939,229,Côte de Boufflers,0,1.3,7.9,4
1940,142,Col de la Croix des Moinats,891,7.6,6,2
1940,150,Col de Grosse Pierre,901,3,7.5,2
1940,161,Côte de La Mauselaine,0,1.8,10.3,3
1941,11.5,Col de la Schlucht,1140,8.6,4.5,2
1941,41,Col du Wettstein,0,7.7,4.1,3
1941,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1941,86,Côte de Gueberschwihr,559,4.1,7.9,2
1941,120,Le Markstein,1183,10.8,5.4,1
1941,127,Grand Ballon,0,1.4,8.6,3
1942,30.5,Col du Firstplan,722,8.3,5.4,2
1942,54.5,Petit Ballon,1163,9.3,8.1,1
1942,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1942,103.5,Col d'Oderen,884,6.7,6.1,2
1942,125.5,Col des Croix,0,3.2,6.2,3
1942,143.5,Col des Chevrères,914,3.5,9.5,1
1942,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1943,141,Côte de Rogna,0,7.6,4.9,3
1943,148.5,Côte de Choux,0,1.7,6.5,3
1943,152.5,Côte de Désertin,0,3.1,5.2,4
1943,168,Côte d'Échallon,0,3,6.6,3
1944,58.5,Col de Brouilly,0,1.7,5.1,4
1944,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1944,138,Col des Brosses,0,15.3,3.3,3
1944,164,Côte de Grammond,0,9.8,2.9,4
1945,24,Col de la Croix de Montvieux,0,8,4.1,3
1945,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1945,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1946,82,Col du Lautaret,2058,34,3.9,1
1946,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1946,177,Montée de Risoul,1855,12.6,6.9,1
1948,25,Côte de Fanjeaux,0,2.4,4.9,4
1948,71.5,Côte de Pamiers,0,2.5,5.4,4
1948,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1948,176.5,Col des Ares,0,6,5.2,3
1948,216,Port de Balès,1755,11.7,7.7,H
1949,57.5,Col du Portillon,1292,8.3,7.1,1
1949,82,Col de Peyresourde,1569,13.2,7,1
1949,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1949,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1950,28,Côte de Bénéjacq,0,2.6,6.7,3
1950,56,Côte de Loucrup,0,2,7,3
1950,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1950,145.5,Montée du Hautacam,1520,13.6,7.8,H
1951,195.5,Côte de Monbazillac,0,1.3,7.6,4
1953,31,Côte de Briis-sous-Forges,0,0,0,4
1954,68,Côte de Cray,0,1.6,7.1,4
1954,103.5,Côte de Buttertubs,0,4.5,6.8,3
1954,129.5,Côte de Griton Moor,0,3,6.6,3
1955,47,Côte de Blubberhouses,0,1.8,6.1,4
1955,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1955,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1955,119.5,Côte de Greetland,0,1.6,6.7,3
1955,143.5,Côte de Holme Moss,0,4.7,7,2
1955,167,Côte de Midhopestones,0,2.5,6.1,3
1955,175,Côte de Bradfield,0,1,7.4,4
1955,182,Côte d'Oughtibridge,0,1.5,9.1,3
1955,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1957,34,Côte de Campagnette,0,1,6.5,4
1957,117.5,Mont Noir,0,1.3,5.7,4
1959,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1959,157,Côte de Roucy,0,1.5,6.2,4
1960,217.5,Côte de Maron,0,3.2,5,4
1960,229,Côte de Boufflers,0,1.3,7.9,4
1961,142,Col de la Croix des Moinats,891,7.6,6,2
1961,150,Col de Grosse Pierre,901,3,7.5,2
1961,161,Côte de La Mauselaine,0,1.8,10.3,3
1962,11.5,Col de la Schlucht,1140,8.6,4.5,2
1962,41,Col du Wettstein,0,7.7,4.1,3
1962,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1962,86,Côte de Gueberschwihr,559,4.1,7.9,2
1962,120,Le Markstein,1183,10.8,5.4,1
1962,127,Grand Ballon,0,1.4,8.6,3
1963,30.5,Col du Firstplan,722,8.3,5.4,2
1963,54.5,Petit Ballon,1163,9.3,8.1,1
1963,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1963,103.5,Col d'Oderen,884,6.7,6.1,2
1963,125.5,Col des Croix,0,3.2,6.2,3
1963,143.5,Col des Chevrères,914,3.5,9.5,1
1963,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1964,141,Côte de Rogna,0,7.6,4.9,3
1964,148.5,Côte de Choux,0,1.7,6.5,3
1964,152.5,Côte de Désertin,0,3.1,5.2,4
1964,168,Côte d'Échallon,0,3,6.6,3
1965,58.5,Col de Brouilly,0,1.7,5.1,4
1965,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1965,138,Col des Brosses,0,15.3,3.3,3
1965,164,Côte de Grammond,0,9.8,2.9,4
1966,24,Col de la Croix de Montvieux,0,8,4.1,3
1966,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1966,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1967,82,Col du Lautaret,2058,34,3.9,1
1967,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1967,177,Montée de Risoul,1855,12.6,6.9,1
1969,25,Côte de Fanjeaux,0,2.4,4.9,4
1969,71.5,Côte de Pamiers,0,2.5,5.4,4
1969,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1969,176.5,Col des Ares,0,6,5.2,3
1969,216,Port de Balès,1755,11.7,7.7,H
1970,57.5,Col du Portillon,1292,8.3,7.1,1
1970,82,Col de Peyresourde,1569,13.2,7,1
1970,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1970,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1971,28,Côte de Bénéjacq,0,2.6,6.7,3
1971,56,Côte de Loucrup,0,2,7,3
1971,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1971,145.5,Montée du Hautacam,1520,13.6,7.8,H
1972,195.5,Côte de Monbazillac,0,1.3,7.6,4
1974,31,Côte de Briis-sous-Forges,0,0,0,4
1975,68,Côte de Cray,0,1.6,7.1,4
1975,103.5,Côte de Buttertubs,0,4.5,6.8,3
1975,129.5,Côte de Griton Moor,0,3,6.6,3
1976,47,Côte de Blubberhouses,0,1.8,6.1,4
1976,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1976,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1976,119.5,Côte de Greetland,0,1.6,6.7,3
1976,143.5,Côte de Holme Moss,0,4.7,7,2
1976,167,Côte de Midhopestones,0,2.5,6.1,3
1976,175,Côte de Bradfield,0,1,7.4,4
1976,182,Côte d'Oughtibridge,0,1.5,9.1,3
1976,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1978,34,Côte de Campagnette,0,1,6.5,4
1978,117.5,Mont Noir,0,1.3,5.7,4
1980,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1980,157,Côte de Roucy,0,1.5,6.2,4
1981,217.5,Côte de Maron,0,3.2,5,4
1981,229,Côte de Boufflers,0,1.3,7.9,4
1982,142,Col de la Croix des Moinats,891,7.6,6,2
1982,150,Col de Grosse Pierre,901,3,7.5,2
1982,161,Côte de La Mauselaine,0,1.8,10.3,3
1983,11.5,Col de la Schlucht,1140,8.6,4.5,2
1983,41,Col du Wettstein,0,7.7,4.1,3
1983,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1983,86,Côte de Gueberschwihr,559,4.1,7.9,2
1983,120,Le Markstein,1183,10.8,5.4,1
1983,127,Grand Ballon,0,1.4,8.6,3
1984,30.5,Col du Firstplan,722,8.3,5.4,2
1984,54.5,Petit Ballon,1163,9.3,8.1,1
1984,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1984,103.5,Col d'Oderen,884,6.7,6.1,2
1984,125.5,Col des Croix,0,3.2,6.2,3
1984,143.5,Col des Chevrères,914,3.5,9.5,1
1984,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1985,141,Côte de Rogna,0,7.6,4.9,3
1985,148.5,Côte de Choux,0,1.7,6.5,3
1985,152.5,Côte de Désertin,0,3.1,5.2,4
1985,168,Côte d'Échallon,0,3,6.6,3
1986,58.5,Col de Brouilly,0,1.7,5.1,4
1986,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1986,138,Col des Brosses,0,15.3,3.3,3
1986,164,Côte de Grammond,0,9.8,2.9,4
1987,24,Col de la Croix de Montvieux,0,8,4.1,3
1987,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1987,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1988,82,Col du Lautaret,2058,34,3.9,1
1988,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1988,177,Montée de Risoul,1855,12.6,6.9,1
1990,25,Côte de Fanjeaux,0,2.4,4.9,4
1990,71.5,Côte de Pamiers,0,2.5,5.4,4
1990,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1990,176.5,Col des Ares,0,6,5.2,3
1990,216,Port de Balès,1755,11.7,7.7,H
1991,57.5,Col du Portillon,1292,8.3,7.1,1
1991,82,Col de Peyresourde,1569,13.2,7,1
1991,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1991,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1992,28,Côte de Bénéjacq,0,2.6,6.7,3
1992,56,Côte de Loucrup,0,2,7,3
1992,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1992,145.5,Montée du Hautacam,1520,13.6,7.8,H
1993,195.5,Côte de Monbazillac,0,1.3,7.6,4
1995,31,Côte de Briis-sous-Forges,0,0,0,4
1996,68,Côte de Cray,0,1.6,7.1,4
1996,103.5,Côte de Buttertubs,0,4.5,6.8,3
1996,129.5,Côte de Griton Moor,0,3,6.6,3
1997,47,Côte de Blubberhouses,0,1.8,6.1,4
1997,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1997,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1997,119.5,Côte de Greetland,0,1.6,6.7,3
1997,143.5,Côte de Holme Moss,0,4.7,7,2
1997,167,Côte de Midhopestones,0,2.5,6.1,3
1997,175,Côte de Bradfield,0,1,7.4,4
1997,182,Côte d'Oughtibridge,0,1.5,9.1,3
1997,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1999,34,Côte de Campagnette,0,1,6.5,4
1999,117.5,Mont Noir,0,1.3,5.7,4
2001,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
2001,157,Côte de Roucy,0,1.5,6.2,4
2002,217.5,Côte de Maron,0,3.2,5,4
2002,229,Côte de Boufflers,0,1.3,7.9,4
2003,142,Col de la Croix des Moinats,891,7.6,6,2
2003,150,Col de Grosse Pierre,901,3,7.5,2
2003,161,Côte de La Mauselaine,0,1.8,10.3,3
2004,11.5,Col de la Schlucht,1140,8.6,4.5,2
2004,41,Col du Wettstein,0,7.7,4.1,3
2004,70,Côte des Cinq Châteaux,0,4.5,6.1,3
2004,86,Côte de Gueberschwihr,559,4.1,7.9,2
2004,120,Le Markstein,1183,10.8,5.4,1
2004,127,Grand Ballon,0,1.4,8.6,3
2005,30.5,Col du Firstplan,722,8.3,5.4,2
2005,54.5,Petit Ballon,1163,9.3,8.1,1
2005,71.5,Col du Platzerwasel,1193,7.1,8.4,1
2005,103.5,Col d'Oderen,884,6.7,6.1,2
2005,125.5,Col des Croix,0,3.2,6.2,3
2005,143.5,Col des Chevrères,914,3.5,9.5,1
2005,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
2006,141,Côte de Rogna,0,7.6,4.9,3
2006,148.5,Côte de Choux,0,1.7,6.5,3
2006,152.5,Côte de Désertin,0,3.1,5.2,4
2006,168,Côte d'Échallon,0,3,6.6,3
2007,58.5,Col de Brouilly,0,1.7,5.1,4
2007,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
2007,138,Col des Brosses,0,15.3,3.3,3
2007,164,Côte de Grammond,0,9.8,2.9,4
2008,24,Col de la Croix de Montvieux,0,8,4.1,3
2008,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
2008,197.5,Montée de Chamrousse,1730,18.2,7.3,H
2009,82,Col du Lautaret,2058,34,3.9,1
2009,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
2009,177,Montée de Risoul,1855,12.6,6.9,1
2011,25,Côte de Fanjeaux,0,2.4,4.9,4
2011,71.5,Côte de Pamiers,0,2.5,5.4,4
2011,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
2011,176.5,Col des Ares,0,6,5.2,3
2011,216,Port de Balès,1755,11.7,7.7,H
2012,57.5,Col du Portillon,1292,8.3,7.1,1
2012,82,Col de Peyresourde,1569,13.2,7,1
